InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,Region,PriceBand,OrderType,CustomerTotal,CustomerOrders,ShareOfCustomerSpend,RevenueZScoreInCountry,CountryMedianRevenue,RevenueTier,IsWeekend,IsRepeatCustomer,QuantityBucket,CustomerValueQuartile,Year,Month,DayName,Hour,Quarter,Revenue_Capped,BasketSize,BasketLines,BasketValue,LogRevenue,RevenueRankInCustomer,IsTopLineForCustomer,RevenuePerUnit
563425,22733,3D Traditional Christmas Stickers,18,2011-08-16 11:37:00,1.25,15140,United Kingdom,22.5,UK,Standard,Normal,2354.25,7,0.0096,0.006,10.2,Mid,0,Repeat,13-24,Q2,2011,8,Tuesday,11,3,22.5,343,16,566.76,3.1570004211501135,29,False,1.25
555350,22961,Jam Making Set Printed,12,2011-06-02 12:08:00,1.45,17652,United Kingdom,17.4,UK,Standard,Normal,4867.72,12,0.0036,-0.01,10.2,Mid,0,Repeat,7-12,Q3,2011,6,Thursday,12,2,17.4,388,49,811.36,2.91235066461494,27,False,1.45
560240,23301,Gardeners Kneeling Pad Keep Calm,3,2011-07-17 11:59:00,1.65,15716,United Kingdom,4.949999999999999,UK,Standard,Normal,1118.81,4,0.0044,-0.048,10.2,Low,1,Repeat,3-6,Q2,2011,7,Sunday,11,3,4.949999999999999,96,25,216.37,1.7833912195575383,47,False,1.65
563095,22726,Alarm Clock Bakelike Green,4,2011-08-12 09:04:00,3.75,13158,United Kingdom,15.0,UK,Standard,Normal,1201.06,4,0.0125,-0.017,10.2,Mid,0,Repeat,3-6,Q2,2011,8,Friday,9,3,15.0,190,17,305.34000000000003,2.772588722239781,11,False,3.75
572755,23198,Pantry Magnetic  Shopping List,3,2011-10-25 17:31:00,1.45,13601,United Kingdom,4.35,UK,Standard,Normal,693.32,2,0.0063,-0.05,10.2,Low,0,Repeat,3-6,Q1-Low,2011,10,Tuesday,17,4,4.35,273,57,320.12,1.6770965609079151,35,False,1.45
560094,22197,Popcorn Holder,6,2011-07-14 17:13:00,0.85,18109,United Kingdom,5.1,UK,Budget,Normal,8052.97,26,0.0006,-0.048,10.2,Low,0,Repeat,3-6,Q4-High,2011,7,Thursday,17,3,5.1,490,16,408.21999999999997,1.8082887711792655,108,False,0.85
579672,84988,Set Of 72 Pink Heart Paper Doilies,24,2011-11-30 12:41:00,1.45,14005,United Kingdom,34.8,UK,Standard,Bulk-Cheap,2874.72,5,0.0121,0.043,10.2,Mid,0,Repeat,13-24,Q3,2011,11,Wednesday,12,4,34.8,1386,30,1897.04,3.5779478934066544,14,False,1.45
560989,23201,Jumbo Bag Alphabet,8,2011-07-22 13:20:00,2.08,15704,United Kingdom,16.64,UK,Standard,Normal,2293.62,4,0.0073,-0.012,10.2,Mid,0,Repeat,7-12,Q2,2011,7,Friday,13,3,16.64,346,41,748.14,2.8701690505786455,32,False,2.08
565465,22950,36 Doilies Vintage Christmas,12,2011-09-05 09:46:00,1.45,15364,United Kingdom,17.4,UK,Standard,Normal,913.19,2,0.0191,-0.01,10.2,Mid,0,Repeat,7-12,Q1-Low,2011,9,Monday,9,3,17.4,409,26,581.39,2.91235066461494,10,False,1.45
568900,48188,Doormat Welcome Puppies,2,2011-09-29 13:21:00,8.25,13647,United Kingdom,16.5,UK,Premium,Normal,1678.1200000000001,4,0.0098,-0.013,10.2,Mid,0,Repeat,1-2,Q2,2011,9,Thursday,13,3,16.5,218,27,472.04,2.8622008809294686,18,False,8.25
564173,23235,Storage Tin Vintage Leaf,6,2011-08-23 14:23:00,2.89,12567,France,17.34,EU,Standard,Normal,9401.28,10,0.0018,-0.104,16.6,Mid,0,Repeat,3-6,Q4-High,2011,8,Tuesday,14,3,17.34,406,39,851.06,2.9090844668283187,61,False,2.89
570488,22494,Emergency First Aid Tin,2,2011-10-10 17:12:00,2.46,14096,United Kingdom,4.92,UK,Standard,Normal,65164.79,17,0.0001,-0.048,10.2,Low,0,Repeat,1-2,Q4-High,2011,10,Monday,17,4,4.92,779,353,3380.86,1.7783364488959144,275,False,2.46
541006,21670,Blue Spot Ceramic Drawer Knob,12,2011-01-13 10:43:00,1.25,13993,United Kingdom,15.0,UK,Standard,Normal,3466.36,9,0.0043,-0.017,10.2,Mid,0,Repeat,7-12,Q3,2011,1,Thursday,10,1,15.0,120,18,323.15000000000003,2.772588722239781,40,False,1.25
544295,84660B,Black Stitched Wall Clock,24,2011-02-17 12:43:00,1.25,14298,United Kingdom,30.0,UK,Standard,Bulk-Cheap,51527.3,44,0.0006,0.029,10.2,Mid,0,Repeat,13-24,Q4-High,2011,2,Thursday,12,1,30.0,1206,58,1097.58,3.4339872044851463,135,False,1.25
563543,21055,Tool Box Soft Toy,1,2011-08-17 12:06:00,8.95,15039,United Kingdom,8.95,UK,Premium,Normal,19914.44,47,0.0004,-0.036,10.2,Low,0,Repeat,1-2,Q4-High,2011,8,Wednesday,12,3,8.95,273,46,685.61,2.2975725511705014,123,False,8.95
553035,22427,Enamel Flower Jug Cream,2,2011-05-12 20:13:00,5.95,17337,United Kingdom,11.9,UK,Premium,Normal,2027.8700000000001,4,0.0059,-0.027,10.2,Mid,0,Repeat,1-2,Q2,2011,5,Thursday,20,2,11.9,277,125,500.9,2.5572273113676265,15,False,5.95
578541,21165,Beware Of The Cat Metal Sign,9,2011-11-24 15:01:00,1.69,14277,France,15.209999999999999,EU,Standard,Normal,4216.2,3,0.0036,-0.132,16.6,Mid,0,Repeat,7-12,Q3,2011,11,Thursday,15,4,15.209999999999999,825,126,2079.37,2.785628335747585,51,False,1.69
544934,22663,Jumbo Bag Dolly Girl Design,10,2011-02-25 09:01:00,1.95,13345,United Kingdom,19.5,UK,Standard,Normal,389.5,1,0.0501,-0.003,10.2,Mid,0,One-Time,7-12,Q1-Low,2011,2,Friday,9,1,19.5,141,20,389.5,3.0204248861443626,4,False,1.95
563917,22197,Popcorn Holder,11,2011-08-21 13:46:00,0.85,14572,United Kingdom,9.35,UK,Budget,Normal,2832.84,7,0.0033,-0.035,10.2,Low,1,Repeat,7-12,Q3,2011,8,Sunday,13,3,9.35,478,64,610.75,2.336986519711378,51,False,0.85
578901,23354,6 Gift Tags 50'S Christmas,1,2011-11-27 11:47:00,0.83,17812,United Kingdom,0.83,UK,Budget,Normal,732.16,4,0.0011,-0.061,10.2,Low,1,Repeat,1-2,Q1-Low,2011,11,Sunday,11,4,0.83,104,52,267.76,0.6043159668533294,55,False,0.83
579458,21231,Sweetheart Ceramic Trinket Box,1,2011-11-29 14:38:00,1.25,16549,United Kingdom,1.25,UK,Standard,Normal,4154.64,10,0.0003,-0.059,10.2,Low,0,Repeat,1-2,Q3,2011,11,Tuesday,14,4,1.25,168,126,339.21,0.8109302162163288,134,False,1.25
563571,23006,Travel Card Wallet Flower Meadow,2,2011-08-17 14:58:00,0.42,15541,United Kingdom,0.84,UK,Budget,Normal,85.13000000000001,1,0.0099,-0.061,10.2,Low,0,One-Time,1-2,Q1-Low,2011,8,Wednesday,14,3,0.84,49,29,85.13000000000001,0.6097655716208943,7,False,0.42
580696,47566,Party Bunting,2,2011-12-05 16:04:00,4.95,17757,United Kingdom,9.9,UK,Standard,Normal,5605.29,30,0.0018,-0.033,10.2,Low,0,Repeat,1-2,Q3,2011,12,Monday,16,4,9.9,93,20,189.3,2.388762789235098,49,False,4.95
538533,22065,Christmas Pudding Trinket Pot,10,2010-12-13 10:31:00,1.45,14796,United Kingdom,14.5,UK,Standard,Normal,8022.49,17,0.0018,-0.019,10.2,Mid,0,Repeat,7-12,Q4-High,2010,12,Monday,10,4,14.5,238,37,357.61,2.740840023925201,41,False,1.45
543597,22173,Metal 4 Hook Hanger French Chateau,8,2011-02-10 12:32:00,2.95,12857,United Kingdom,23.6,UK,Standard,Normal,1106.4,2,0.0213,0.009,10.2,Mid,0,Repeat,7-12,Q2,2011,2,Thursday,12,1,23.6,274,34,801.6,3.202746442938317,9,False,2.95
578921,21718,Red Metal Beach Spade,1,2011-11-27 11:57:00,1.25,13596,United Kingdom,1.25,UK,Standard,Normal,697.04,2,0.0018,-0.059,10.2,Low,1,Repeat,1-2,Q1-Low,2011,11,Sunday,11,4,1.25,214,148,411.6,0.8109302162163288,50,False,1.25
580504,23013,Glass Apothecary Bottle Tonic,1,2011-12-04 13:32:00,3.95,17936,United Kingdom,3.95,UK,Standard,Normal,389.84,1,0.0101,-0.051,10.2,Low,1,One-Time,1-2,Q1-Low,2011,12,Sunday,13,4,3.95,262,77,389.84,1.599387576580599,23,False,3.95
562031,90123B,Turquoise Heart Of Glass Bracelet,3,2011-08-01 17:37:00,5.95,16984,United Kingdom,17.85,UK,Premium,Normal,4481.35,2,0.004,-0.009,10.2,Mid,0,Repeat,3-6,Q3,2011,8,Monday,17,3,17.85,1632,277,3226.13,2.93651291389402,42,False,5.95
569371,72122,Coffee Scent Pillar Candle,3,2011-10-03 15:52:00,0.95,14651,United Kingdom,2.8499999999999996,UK,Budget,Normal,654.6,2,0.0044,-0.055,10.2,Low,0,Repeat,3-6,Q1-Low,2011,10,Monday,15,4,2.8499999999999996,158,42,238.28,1.3480731482996928,42,False,0.95
554684,22798,Antique Glass Dressing Table Pot,1,2011-05-25 16:28:00,2.95,16448,United Kingdom,2.95,UK,Standard,Normal,188.89000000000001,1,0.0156,-0.054,10.2,Low,0,One-Time,1-2,Q1-Low,2011,5,Wednesday,16,2,2.95,78,20,188.89000000000001,1.3737155789130306,13,False,2.95
560445,21888,Bingo Set,36,2011-07-19 09:08:00,3.39,14156,Eire,122.04,EU,Standard,Normal,117379.63,55,0.001,1.017,17.4,Top,0,Repeat,25+,Q4-High,2011,7,Tuesday,9,3,122.04,5726,60,11134.34,4.812509505757334,115,False,3.39
572719,22077,6 Ribbons Rustic Charm,12,2011-10-25 15:03:00,1.95,13871,United Kingdom,23.4,UK,Standard,Normal,6403.25,13,0.0037,0.009,10.2,Mid,0,Repeat,7-12,Q4-High,2011,10,Tuesday,15,4,23.4,376,44,855.17,3.1945831322991562,28,False,1.95
557278,47566,Party Bunting,12,2011-06-19 12:08:00,4.95,13089,United Kingdom,59.400000000000006,UK,Standard,Normal,58825.83,97,0.001,0.119,10.2,Top,1,Repeat,7-12,Q4-High,2011,6,Sunday,12,2,59.400000000000006,616,51,1152.52,4.100989104940769,70,False,4.95
536415,22807,Set Of 6 T-Lights Toadstools,12,2010-12-01 11:57:00,2.95,12838,United Kingdom,35.400000000000006,UK,Standard,Normal,683.13,2,0.0518,0.045,10.2,Top,0,Repeat,7-12,Q1-Low,2010,12,Wednesday,11,4,35.400000000000006,228,59,390.79,3.594568774642695,1,True,2.95
541857,82484,Wood Black Board Ant White Finish,3,2011-01-23 15:17:00,6.45,12727,France,19.35,EU,Premium,Normal,3980.7,7,0.0049,-0.077,16.6,Mid,1,Repeat,3-6,Q3,2011,1,Sunday,15,1,19.35,126,12,514.5,3.013080911888604,39,False,6.45
544286,21428,Set3 Book Box Green Gingham Flower,2,2011-02-17 12:29:00,4.25,13151,United Kingdom,8.5,UK,Standard,Normal,1257.8700000000001,1,0.0068,-0.037,10.2,Low,0,One-Time,1-2,Q2,2011,2,Thursday,12,1,8.5,363,74,1257.8700000000001,2.2512917986064953,32,False,4.25
578688,23333,Ivory Wicker Heart Medium,4,2011-11-25 09:27:00,1.25,16719,United Kingdom,5.0,UK,Standard,Normal,1790.42,7,0.0028,-0.048,10.2,Low,0,Repeat,3-6,Q2,2011,11,Friday,9,4,5.0,235,40,292.67,1.791759469228055,48,False,1.25
547892,22556,Plasters In Tin Circus Parade,12,2011-03-28 10:15:00,1.65,12669,France,19.799999999999997,EU,Standard,Normal,2744.0299999999997,3,0.0072,-0.071,16.6,Mid,0,Repeat,7-12,Q3,2011,3,Monday,10,1,19.799999999999997,848,69,1136.3,3.034952986707272,7,False,1.65
567794,20711,Jumbo Bag Toys,20,2011-09-22 11:41:00,1.79,17581,United Kingdom,35.8,UK,Standard,Normal,11045.04,25,0.0032,0.047,10.2,Top,0,Repeat,13-24,Q4-High,2011,9,Thursday,11,3,35.8,474,26,820.78,3.6054978451748854,26,False,1.79
560726,85032C,Curious Images Gift Wrap Set,1,2011-07-20 14:16:00,0.65,17962,United Kingdom,0.65,UK,Budget,Normal,102.83,1,0.0063,-0.061,10.2,Low,0,One-Time,1-2,Q1-Low,2011,7,Wednesday,14,3,0.65,128,35,102.83,0.5007752879124893,24,False,0.65
553741,21244,Blue Polkadot Plate,8,2011-05-19 09:37:00,1.69,12520,Germany,13.52,EU,Standard,Normal,2634.26,5,0.0051,-0.333,17.0,Mid,0,Repeat,7-12,Q2,2011,5,Thursday,9,2,13.52,199,25,463.59999999999997,2.67552700939665,36,False,1.69
552051,22710,Wrap I Love London,25,2011-05-06 10:10:00,0.42,14796,United Kingdom,10.5,UK,Budget,Bulk-Cheap,8022.49,17,0.0013,-0.031,10.2,Low,0,Repeat,25+,Q4-High,2011,5,Friday,10,2,10.5,349,60,415.02,2.4423470353692043,60,False,0.42
546774,85061W,White Jewelled Heart Decoration,7,2011-03-16 15:45:00,0.85,14505,United Kingdom,5.95,UK,Budget,Normal,5905.64,8,0.001,-0.045,10.2,Low,0,Repeat,7-12,Q3,2011,3,Wednesday,15,1,5.95,309,102,581.89,1.9387416595767009,106,False,0.85
537142,84836,Zinc Metal Heart Decoration,1,2010-12-05 12:57:00,1.25,12748,United Kingdom,1.25,UK,Standard,Normal,33719.73,209,0.0,-0.059,10.2,Low,1,Repeat,1-2,Q4-High,2010,12,Sunday,12,4,1.25,16,15,41.45,0.8109302162163288,364,False,1.25
557426,23284,Doormat Keep Calm And Come In,2,2011-06-20 12:06:00,7.95,15016,United Kingdom,15.9,UK,Premium,Normal,170.04,1,0.0935,-0.014,10.2,Mid,0,One-Time,1-2,Q1-Low,2011,6,Monday,12,2,15.9,76,20,170.04,2.8273136219290276,2,False,7.95
553765,22491,Pack Of 12 Coloured Pencils,12,2011-05-19 10:43:00,0.85,17245,United Kingdom,10.2,UK,Budget,Normal,171.45,1,0.0595,-0.032,10.2,Low,0,One-Time,7-12,Q1-Low,2011,5,Thursday,10,2,10.2,75,9,171.45,2.4159137783010487,7,False,0.85
569523,22361,Glass Jar Daisy Fresh Cotton Wool,2,2011-10-04 14:41:00,2.95,16033,United Kingdom,5.9,UK,Standard,Normal,8816.4,20,0.0007,-0.045,10.2,Low,0,Repeat,1-2,Q4-High,2011,10,Tuesday,14,4,5.9,146,65,368.38,1.9315214116032138,101,False,2.95
557787,22399,Magnets Pack Of 4 Childhood Memory,1,2011-06-22 16:16:00,1.25,15041,United Kingdom,1.25,UK,Standard,Normal,180.35,1,0.0069,-0.059,10.2,Low,0,One-Time,1-2,Q1-Low,2011,6,Wednesday,16,2,1.25,104,67,180.35,0.8109302162163288,22,False,1.25
574239,22909,Set Of 20 Vintage Christmas Napkins,24,2011-11-03 12:43:00,0.85,14849,United Kingdom,20.4,UK,Budget,Bulk-Cheap,7930.54,25,0.0026,-0.001,10.2,Mid,0,Repeat,13-24,Q4-High,2011,11,Thursday,12,4,20.4,297,18,467.86,3.0633909220278057,38,False,0.85
551289,22411,Jumbo Shopper Vintage Red Paisley,20,2011-04-27 14:18:00,2.08,18226,United Kingdom,41.6,UK,Standard,Normal,5228.05,11,0.008,0.064,10.2,Top,0,Repeat,13-24,Q3,2011,4,Wednesday,14,2,41.6,482,20,720.92,3.751854253275325,6,False,2.08
538080,22925,Blue Giant Garden Thermometer,2,2010-12-09 14:28:00,5.95,17646,United Kingdom,11.9,UK,Premium,Normal,1008.39,3,0.0118,-0.027,10.2,Mid,0,Repeat,1-2,Q1-Low,2010,12,Thursday,14,4,11.9,110,9,251.0,2.5572273113676265,29,False,5.95
556905,21166,Cook With Wine Metal Sign,1,2011-06-15 13:05:00,2.08,16904,United Kingdom,2.08,UK,Standard,Normal,3754.27,16,0.0006,-0.057,10.2,Low,0,Repeat,1-2,Q3,2011,6,Wednesday,13,2,2.08,168,99,336.11,1.1249295969854831,116,False,2.08
547063,21917,Set 12 Kids  White Chalk Sticks,4,2011-03-20 13:33:00,0.42,14769,United Kingdom,1.68,UK,Budget,Normal,10674.75,8,0.0002,-0.058,10.2,Low,1,Repeat,3-6,Q4-High,2011,3,Sunday,13,1,1.68,1703,294,2449.79,0.9858167945227653,185,False,0.42
579103,23101,Silver Stars Table Decoration,2,2011-11-28 11:39:00,0.83,18041,United Kingdom,1.66,UK,Budget,Normal,4183.39,21,0.0004,-0.058,10.2,Low,0,Repeat,1-2,Q3,2011,11,Monday,11,4,1.66,221,53,267.4,0.9783261227936076,123,False,0.83
580502,22311,Office Mug Warmer Black+Silver,3,2011-12-04 13:15:00,2.95,16931,United Kingdom,8.850000000000001,UK,Standard,Normal,4604.22,21,0.0019,-0.036,10.2,Low,1,Repeat,3-6,Q3,2011,12,Sunday,13,4,8.850000000000001,333,82,411.44,2.2874714551839976,36,False,2.95
540953,21124,Set/10 Blue Polkadot Party Candles,1,2011-01-12 13:16:00,1.25,14587,United Kingdom,1.25,UK,Standard,Normal,1601.14,9,0.0008,-0.059,10.2,Low,0,Repeat,1-2,Q2,2011,1,Wednesday,13,1,1.25,155,88,220.85,0.8109302162163288,67,False,1.25
554076,21519,Gin & Tonic Diet Greeting Card,12,2011-05-22 11:30:00,0.42,16556,United Kingdom,5.04,UK,Budget,Normal,3313.79,7,0.0015,-0.048,10.2,Low,1,Repeat,7-12,Q3,2011,5,Sunday,11,2,5.04,210,26,369.76,1.7984040119467235,53,False,0.42
536529,21743,Star Portable Table Light,6,2010-12-01 13:20:00,2.95,14237,United Kingdom,17.700000000000003,UK,Standard,Normal,161.0,1,0.1099,-0.009,10.2,Mid,0,One-Time,3-6,Q1-Low,2010,12,Wednesday,13,4,17.700000000000003,38,9,161.0,2.928523523860541,3,False,2.95
570827,23241,Treasure Tin Gymkhana Design,1,2011-10-12 13:14:00,2.08,15831,United Kingdom,2.08,UK,Standard,Normal,801.76,3,0.0026,-0.057,10.2,Low,0,Repeat,1-2,Q1-Low,2011,10,Wednesday,13,4,2.08,418,45,350.65,1.1249295969854831,37,False,2.08
571563,23323,White Wicker Star,12,2011-10-18 10:07:00,2.1,16249,United Kingdom,25.200000000000003,UK,Standard,Normal,1800.07,5,0.014,0.014,10.2,Mid,0,Repeat,7-12,Q2,2011,10,Tuesday,10,4,25.200000000000003,188,20,359.3,3.265759410767051,19,False,2.1
546638,21080,Set/20 Red Retrospot Paper Napkins,12,2011-03-15 12:52:00,0.85,15106,United Kingdom,10.2,UK,Budget,Normal,1422.52,5,0.0072,-0.032,10.2,Low,0,Repeat,7-12,Q2,2011,3,Tuesday,12,1,10.2,258,26,410.7,2.4159137783010487,28,False,0.85
537140,22181,Snowstorm Photo Frame Fridge Magnet,1,2010-12-05 12:53:00,0.85,12748,United Kingdom,0.85,UK,Budget,Normal,33719.73,209,0.0,-0.061,10.2,Low,1,Repeat,1-2,Q4-High,2010,12,Sunday,12,4,0.85,54,39,70.42,0.6151856390902334,376,False,0.85
578307,22952,60 Cake Cases Vintage Christmas,1,2011-11-23 15:53:00,0.55,17290,United Kingdom,0.55,UK,Budget,Normal,525.24,2,0.001,-0.062,10.2,Low,0,Repeat,1-2,Q1-Low,2011,11,Wednesday,15,4,0.55,276,53,353.03,0.4382549309311553,58,False,0.55
550035,21479,White Skull Hot Water Bottle,1,2011-04-14 11:48:00,3.75,15039,United Kingdom,3.75,UK,Standard,Normal,19914.44,47,0.0002,-0.052,10.2,Low,0,Repeat,1-2,Q4-High,2011,4,Thursday,11,2,3.75,332,53,787.84,1.55814461804655,173,False,3.75
547912,20974,12 Pencils Small Tube Skull,4,2011-03-28 12:27:00,0.65,18010,United Kingdom,2.6,UK,Budget,Normal,174.8,1,0.0149,-0.055,10.2,Low,0,One-Time,3-6,Q1-Low,2011,3,Monday,12,1,2.6,60,14,174.8,1.2809338454620642,9,False,0.65
567910,POST,Postage,1,2011-09-22 16:58:00,18.0,12437,France,18.0,EU,Luxury,Single-Premium,4951.41,18,0.0036,-0.095,16.6,Mid,0,Repeat,1-2,Q3,2011,9,Thursday,16,3,18.0,173,10,222.6,2.9444389791664403,40,False,18.0
547340,22083,Paper Chain Kit Retrospot,6,2011-03-22 11:53:00,2.95,14875,United Kingdom,17.700000000000003,UK,Standard,Normal,1465.3200000000002,2,0.0121,-0.009,10.2,Mid,0,Repeat,3-6,Q2,2011,3,Tuesday,11,1,17.700000000000003,100,5,362.0,2.928523523860541,18,False,2.95
580304,23227,Filigree Heart Butterfly White,24,2011-12-02 14:25:00,1.25,18055,United Kingdom,30.0,UK,Standard,Bulk-Cheap,6784.1900000000005,10,0.0044,0.029,10.2,Mid,0,Repeat,13-24,Q4-High,2011,12,Friday,14,4,30.0,369,47,863.77,3.4339872044851463,26,False,1.25
561900,22572,Rocking Horse Green Christmas,1,2011-07-31 15:31:00,0.85,16655,United Kingdom,0.85,UK,Budget,Normal,3794.52,6,0.0002,-0.061,10.2,Low,1,Repeat,1-2,Q3,2011,7,Sunday,15,3,0.85,523,81,638.19,0.6151856390902334,91,False,0.85
575851,23378,Pack Of 12 50'S Christmas Tissues,3,2011-11-11 12:13:00,0.39,14662,United Kingdom,1.17,UK,Budget,Normal,771.17,4,0.0015,-0.06,10.2,Low,0,Repeat,3-6,Q1-Low,2011,11,Friday,12,4,1.17,262,76,246.31,0.7747271675523681,54,False,0.39
551161,21936,Red Retrospot Picnic Bag,5,2011-04-26 15:26:00,2.95,18183,United Kingdom,14.75,UK,Standard,Normal,632.07,2,0.0233,-0.018,10.2,Mid,0,Repeat,3-6,Q1-Low,2011,4,Tuesday,15,2,14.75,251,18,319.27000000000004,2.7568403652716422,17,False,2.95
561528,23050,Recycled Acapulco Mat Green,2,2011-07-28 08:55:00,8.25,13098,United Kingdom,16.5,UK,Premium,Normal,28882.44,28,0.0006,-0.013,10.2,Mid,0,Repeat,1-2,Q4-High,2011,7,Thursday,8,3,16.5,259,17,498.04,2.8622008809294686,88,False,8.25
549577,22814,Card Party Games,12,2011-04-11 08:16:00,0.42,14286,United Kingdom,5.04,UK,Budget,Normal,4628.75,3,0.0011,-0.048,10.2,Low,0,Repeat,7-12,Q3,2011,4,Monday,8,2,5.04,1998,141,2050.08,1.7984040119467235,54,False,0.42
567905,22624,Ivory Kitchen Scales,2,2011-09-22 16:37:00,8.5,12952,United Kingdom,17.0,UK,Premium,Normal,1387.79,4,0.0122,-0.011,10.2,Mid,0,Repeat,1-2,Q2,2011,9,Thursday,16,3,17.0,408,41,731.54,2.8903717578961645,17,False,8.5
580272,82580,Bathroom Metal Sign,3,2011-12-02 12:52:00,0.55,15547,United Kingdom,1.6500000000000001,UK,Budget,Normal,4954.84,14,0.0003,-0.058,10.2,Low,0,Repeat,3-6,Q3,2011,12,Friday,12,4,1.6500000000000001,392,95,522.41,0.9745596399981309,159,False,0.55
559317,23191,Bundle Of 3 Retro Note Books,2,2011-07-07 14:03:00,1.65,17611,United Kingdom,3.3,UK,Standard,Normal,3984.22,15,0.0008,-0.053,10.2,Low,0,Repeat,1-2,Q3,2011,7,Thursday,14,3,3.3,137,52,285.83,1.4586150226995167,89,False,1.65
545842,22662,Lunch Bag Dolly Girl Design,10,2011-03-07 13:37:00,1.65,15498,United Kingdom,16.5,UK,Standard,Normal,13316.4,27,0.0012,-0.013,10.2,Mid,0,Repeat,7-12,Q4-High,2011,3,Monday,13,1,16.5,238,30,557.0,2.8622008809294686,84,False,1.65
569493,22690,Doormat Home Sweet Home Blue,2,2011-10-04 13:35:00,8.25,13317,United Kingdom,16.5,UK,Premium,Normal,2273.68,6,0.0073,-0.013,10.2,Mid,0,Repeat,1-2,Q2,2011,10,Tuesday,13,4,16.5,535,56,959.7,2.8622008809294686,28,False,8.25
554139,47566,Party Bunting,8,2011-05-23 10:34:00,4.95,14911,Eire,39.6,EU,Standard,Normal,143825.06,201,0.0003,0.035,17.4,Top,0,Repeat,7-12,Q4-High,2011,5,Monday,10,2,39.6,401,52,1007.75,3.703768066607687,164,False,4.95
541872,21166,Cook With Wine Metal Sign,4,2011-01-24 09:52:00,1.95,14796,United Kingdom,7.8,UK,Standard,Normal,8022.49,17,0.001,-0.039,10.2,Low,0,Repeat,3-6,Q4-High,2011,1,Monday,9,1,7.8,219,49,293.74,2.174751721484161,85,False,1.95
571671,22155,Star Decoration Rustic,24,2011-10-18 13:15:00,0.42,16940,United Kingdom,10.08,UK,Budget,Bulk-Cheap,3049.88,3,0.0033,-0.032,10.2,Low,0,Repeat,13-24,Q3,2011,10,Tuesday,13,4,10.08,933,119,1181.52,2.405141681319138,49,False,0.42
540093,22723,Set Of 6 Herb Tins Sketchbook,1,2011-01-04 15:24:00,3.95,16725,United Kingdom,3.95,UK,Standard,Normal,781.02,7,0.0051,-0.051,10.2,Low,0,Repeat,1-2,Q1-Low,2011,1,Tuesday,15,1,3.95,26,17,112.30000000000001,1.599387576580599,32,False,3.95
539831,21870,I Can Only Please One Person Mug,1,2010-12-22 13:17:00,1.25,14606,United Kingdom,1.25,UK,Standard,Normal,12156.65,93,0.0001,-0.059,10.2,Low,0,Repeat,1-2,Q4-High,2010,12,Wednesday,13,4,1.25,36,16,108.63,0.8109302162163288,186,False,1.25
570503,23520,Embroidered Ribbon Reel Ruby,1,2011-10-11 09:26:00,3.75,17965,United Kingdom,3.75,UK,Standard,Normal,2622.57,14,0.0014,-0.052,10.2,Low,0,Repeat,1-2,Q2,2011,10,Tuesday,9,4,3.75,65,12,48.46,1.55814461804655,80,False,3.75
572294,22523,Childs Garden Fork Pink,5,2011-10-23 13:10:00,0.85,13471,United Kingdom,4.25,UK,Budget,Normal,2531.58,4,0.0017,-0.05,10.2,Low,1,Repeat,3-6,Q2,2011,10,Sunday,13,4,4.25,587,83,941.67,1.6582280766035324,82,False,0.85
579470,23322,Large White Heart Of Wicker,2,2011-11-29 15:06:00,2.95,16549,United Kingdom,5.9,UK,Standard,Normal,4154.64,10,0.0014,-0.045,10.2,Low,0,Repeat,1-2,Q3,2011,11,Tuesday,15,4,5.9,588,194,1079.27,1.9315214116032138,71,False,2.95
572103,21226,Pocket Mirror Woodland,1,2011-10-20 15:57:00,1.25,17571,United Kingdom,1.25,UK,Standard,Normal,1498.51,4,0.0008,-0.059,10.2,Low,0,Repeat,1-2,Q2,2011,10,Thursday,15,4,1.25,419,223,937.31,0.8109302162163288,84,False,1.25
566771,23083,Set 6 Paper Table Lantern Stars,6,2011-09-15 09:34:00,3.75,15322,United Kingdom,22.5,UK,Standard,Normal,679.68,1,0.0331,0.006,10.2,Mid,0,One-Time,3-6,Q1-Low,2011,9,Thursday,9,3,22.5,416,42,679.68,3.1570004211501135,6,False,3.75
572240,23103,Jingle Bell Heart Decoration,24,2011-10-21 15:18:00,1.65,13709,United Kingdom,39.599999999999994,UK,Standard,Bulk-Cheap,6328.05,13,0.0063,0.058,10.2,Top,0,Repeat,13-24,Q4-High,2011,10,Friday,15,4,39.599999999999994,634,42,1097.24,3.7037680666076866,12,False,1.65
548919,22394,Paperweight Kings Choice,12,2011-04-05 10:18:00,2.55,13013,United Kingdom,30.599999999999998,UK,Standard,Normal,4810.9400000000005,13,0.0064,0.031,10.2,Mid,0,Repeat,7-12,Q3,2011,4,Tuesday,10,2,30.599999999999998,355,31,649.32,3.4531571205928664,20,False,2.55
542914,21563,Red Heart Shape Love Bucket,3,2011-02-01 16:03:00,2.95,16161,United Kingdom,8.850000000000001,UK,Standard,Normal,5575.56,19,0.0016,-0.036,10.2,Low,0,Repeat,3-6,Q3,2011,2,Tuesday,16,1,8.850000000000001,142,29,272.4,2.2874714551839976,61,False,2.95
